date,high,low,open,close,volume,jdate
2022-02-09,1284120,1279280,1281340,1284120,4587036413,1400-11-20
2022-02-12,1285800,1284100,1285030,1284108,4879553227,1400-11-23
2022-02-13,1284190,1276020,1284190,1276044,3676757619,1400-11-24
2022-02-14,1283350,1277410,1277410,1283344,3240409303,1400-11-25
2022-02-16,1283720,1282470,1283540,1282475,2952216315,1400-11-27
2022-02-19,1283210,1281990,1282940,1282130,4405539846,1400-11-30
2022-02-20,1282600,1274290,1282460,1274401,3727731326,1400-12-01
2022-02-21,1282970,1275260,1275260,1281568,6044409551,1400-12-02
2022-02-22,1285140,1282760,1282760,1284826,4422020825,1400-12-03
2022-02-23,1288340,1285420,1285420,1288337,4058576221,1400-12-04
2022-02-26,1287720,1282790,1287720,1282797,4386324762,1400-12-07
2022-02-27,1282440,1278880,1282440,1279302,2870301032,1400-12-08
2022-02-28,1281870,1279670,1279670,1281847,3114364383,1400-12-09
2022-03-02,1284660,1280900,1283490,1281153,5504532545,1400-12-11
2022-03-05,1298810,1286890,1286890,1298819,8431989253,1400-12-14
2022-03-06,1322610,1303940,1303940,1322616,7988835321,1400-12-15
2022-03-07,1344950,1328360,1328360,1342924,7952598827,1400-12-16
2022-03-08,1341830,1336640,1341830,1336642,5505115862,1400-12-17
2022-03-09,1348340,1338400,1338400,1348349,6351207917,1400-12-18
2022-03-12,1340770,1332940,1340770,1332949,7539533037,1400-12-21
2022-03-13,1335760,1331760,1332270,1335312,4474518130,1400-12-22
2022-03-14,1336760,1334780,1335620,1334781,3542225724,1400-12-23
2022-03-15,1337910,1334420,1334500,1337269,4977068562,1400-12-24
2022-03-16,1345030,1339240,1339240,1345031,4191591985,1400-12-25
2022-03-19,1367240,1347800,1347800,1367247,5431365028,1400-12-28
2022-03-26,1390770,1374190,1374190,1390860,8730694969,1401-01-06
2022-03-27,1403590,1391710,1391710,1403591,7640979813,1401-01-07
2022-03-28,1418610,1404460,1404460,1418611,9948573423,1401-01-08
2022-03-29,1422940,1414230,1422940,1414232,12356809626,1401-01-09
2022-03-30,1432170,1411940,1413500,1432138,7400595096,1401-01-10
2022-04-03,1461960,1434650,1434650,1461963,9496208580,1401-01-14
2022-04-04,1476900,1468870,1468890,1468872,13936566360,1401-01-15
2022-04-05,1471450,1465200,1467850,1471457,9625565759,1401-01-16
2022-04-06,1473520,1463740,1472840,1463743,11165395785,1401-01-17
2022-04-09,1460550,1451760,1460550,1458684,8423628503,1401-01-20
2022-04-10,1474240,1461710,1461710,1474100,11270947735,1401-01-21
2022-04-11,1479890,1475300,1475490,1479591,10070884564,1401-01-22
2022-04-12,1474000,1445960,1474000,1445970,9289109331,1401-01-23
2022-04-13,1454120,1443170,1443170,1454127,8473206930,1401-01-24
2022-04-16,1467660,1457810,1457810,1467669,7494763045,1401-01-27
2022-04-17,1475050,1465590,1468090,1475054,8645131543,1401-01-28
2022-04-18,1503470,1478780,1478780,1501713,10668521985,1401-01-29
2022-04-19,1513060,1499890,1500930,1513067,8464317027,1401-01-30
2022-04-20,1515730,1511160,1515120,1512287,8789038421,1401-01-31
2022-04-24,1513370,1504710,1513370,1504718,7048267553,1401-02-04
2022-04-25,1507310,1502270,1504680,1507311,7873067515,1401-02-05
2022-04-26,1522920,1508830,1508830,1522781,10785886694,1401-02-06
2022-04-27,1526480,1521390,1524440,1521392,10177680160,1401-02-07
2022-04-30,1523860,1521470,1521760,1522484,7980899328,1401-02-10
2022-05-01,1525770,1522390,1522900,1523422,8536165651,1401-02-11
2022-05-02,1529780,1523100,1523890,1529709,7386800132,1401-02-12
2022-05-07,1543790,1535860,1535860,1543797,9487608829,1401-02-17
2022-05-08,1552990,1547240,1547240,1552998,10278017846,1401-02-18
2022-05-09,1553820,1540130,1553820,1540137,9677311994,1401-02-19
2022-05-10,1539530,1535000,1539260,1539531,7252299560,1401-02-20
2022-05-11,1564440,1543510,1543510,1564449,8818936682,1401-02-21
2022-05-14,1578440,1569470,1569470,1578411,11231749286,1401-02-24
2022-05-15,1579990,1569950,1579760,1572980,10885932814,1401-02-25
2022-05-16,1583800,1575270,1575270,1583800,10148885600,1401-02-26
2022-05-17,1607220,1588770,1588770,1606024,10239274235,1401-02-27
2022-05-18,1605300,1594970,1605300,1594978,8283025474,1401-02-28
2022-05-21,1591530,1579690,1591530,1579691,8136842521,1401-02-31
2022-05-22,1582320,1579740,1579740,1582144,6746482935,1401-03-01
2022-05-23,1582500,1557200,1582500,1557211,10543927322,1401-03-02
2022-05-24,1556930,1555660,1556930,1555689,6541335303,1401-03-03
2022-05-25,1564480,1557800,1557800,1564488,6900376730,1401-03-04
2022-05-28,1568120,1553370,1566820,1553402,7698783533,1401-03-07
2022-05-29,1552010,1532910,1552010,1534057,7474722370,1401-03-08
2022-05-30,1538230,1535400,1535400,1537380,5769524542,1401-03-09
2022-05-31,1542990,1537420,1537420,1542711,4998904433,1401-03-10
2022-06-01,1543680,1540170,1542830,1541980,5070499301,1401-03-11
2022-06-06,1541460,1514300,1541460,1514310,6989831853,1401-03-16
2022-06-07,1516000,1512920,1513320,1515388,4619073333,1401-03-17
2022-06-08,1520300,1515760,1515760,1520299,3876978524,1401-03-18
2022-06-11,1520690,1518020,1520690,1518290,4466025685,1401-03-21
2022-06-12,1532380,1517330,1518170,1532387,5277717960,1401-03-22
2022-06-13,1571440,1536850,1536850,1571447,6775511396,1401-03-23
2022-06-14,1574720,1572860,1572860,1574065,6416270653,1401-03-24
2022-06-15,1573720,1564040,1573720,1564334,4076206328,1401-03-25
2022-06-18,1563570,1547700,1563220,1547738,5318032512,1401-03-28
2022-06-19,1548540,1545960,1546610,1545963,5438961872,1401-03-29
2022-06-20,1550110,1546860,1546860,1547247,5062568220,1401-03-30
2022-06-21,1547320,1539620,1547320,1539632,3896452801,1401-03-31
2022-06-22,1539600,1533390,1539570,1533395,4648684516,1401-04-01
2022-06-25,1532580,1520330,1532570,1520335,5985742743,1401-04-04
2022-06-26,1520440,1501340,1520440,1501340,5287693332,1401-04-05
2022-06-27,1504080,1500900,1501130,1504065,4802010386,1401-04-06
2022-06-28,1514800,1505160,1505160,1514434,4392836645,1401-04-07
2022-06-29,1513720,1512410,1513560,1513716,4550450312,1401-04-08
2022-07-02,1512500,1501630,1512500,1501632,4825953209,1401-04-11
2022-07-03,1502980,1500210,1501610,1502986,3772114672,1401-04-12
2022-07-04,1507450,1503640,1503640,1507157,3925103558,1401-04-13
2022-07-05,1511070,1507200,1507310,1511076,4475750321,1401-04-14
2022-07-06,1510270,1502590,1510270,1502604,4201528023,1401-04-15
2022-07-09,1504130,1498500,1504130,1498513,3907349262,1401-04-18
2022-07-11,1499050,1487590,1499050,1487598,4809381296,1401-04-20
